scope,slice_type,run_id,condition,difficulty,correct_key,item_count
all_items,overall,*,*,*,A,241
all_items,overall,*,*,*,B,397
all_items,overall,*,*,*,C,303
all_items,overall,*,*,*,D,227
all_items,overall,*,*,*,MULTI,29
all_items,overall,*,*,*,UNKNOWN,3
all_items,by_condition,*,gpt/baseline,*,A,146
all_items,by_condition,*,gpt/baseline,*,B,134
all_items,by_condition,*,gpt/baseline,*,C,174
all_items,by_condition,*,gpt/baseline,*,D,146
all_items,by_condition,*,haiku/haiku,*,A,21
all_items,by_condition,*,haiku/haiku,*,B,62
all_items,by_condition,*,haiku/haiku,*,C,37
all_items,by_condition,*,haiku/haiku,*,D,21
all_items,by_condition,*,haiku/haiku,*,MULTI,8
all_items,by_condition,*,haiku/haiku,*,UNKNOWN,1
all_items,by_condition,*,haiku/local,*,A,23
all_items,by_condition,*,haiku/local,*,B,63
all_items,by_condition,*,haiku/local,*,C,35
all_items,by_condition,*,haiku/local,*,D,25
all_items,by_condition,*,haiku/local,*,MULTI,4
all_items,by_condition,*,local/haiku,*,A,21
all_items,by_condition,*,local/haiku,*,B,73
all_items,by_condition,*,local/haiku,*,C,29
all_items,by_condition,*,local/haiku,*,D,21
all_items,by_condition,*,local/haiku,*,MULTI,5
all_items,by_condition,*,local/haiku,*,UNKNOWN,1
all_items,by_condition,*,local/local,*,A,30
all_items,by_condition,*,local/local,*,B,65
all_items,by_condition,*,local/local,*,C,28
all_items,by_condition,*,local/local,*,D,14
all_items,by_condition,*,local/local,*,MULTI,12
all_items,by_condition,*,local/local,*,UNKNOWN,1
all_items,by_difficulty,*,*,,UNKNOWN,3
all_items,by_difficulty,*,*,easy,A,66
all_items,by_difficulty,*,*,easy,B,154
all_items,by_difficulty,*,*,easy,C,89
all_items,by_difficulty,*,*,easy,D,69
all_items,by_difficulty,*,*,easy,MULTI,22
all_items,by_difficulty,*,*,hard,A,87
all_items,by_difficulty,*,*,hard,B,117
all_items,by_difficulty,*,*,hard,C,115
all_items,by_difficulty,*,*,hard,D,74
all_items,by_difficulty,*,*,hard,MULTI,5
all_items,by_difficulty,*,*,medium,A,88
all_items,by_difficulty,*,*,medium,B,126
all_items,by_difficulty,*,*,medium,C,99
all_items,by_difficulty,*,*,medium,D,84
all_items,by_difficulty,*,*,medium,MULTI,2
all_items,by_condition_difficulty,*,gpt/baseline,easy,A,39
all_items,by_condition_difficulty,*,gpt/baseline,easy,B,55
all_items,by_condition_difficulty,*,gpt/baseline,easy,C,56
all_items,by_condition_difficulty,*,gpt/baseline,easy,D,50
all_items,by_condition_difficulty,*,gpt/baseline,hard,A,54
all_items,by_condition_difficulty,*,gpt/baseline,hard,B,41
all_items,by_condition_difficulty,*,gpt/baseline,hard,C,61
all_items,by_condition_difficulty,*,gpt/baseline,hard,D,44
all_items,by_condition_difficulty,*,gpt/baseline,medium,A,53
all_items,by_condition_difficulty,*,gpt/baseline,medium,B,38
all_items,by_condition_difficulty,*,gpt/baseline,medium,C,57
all_items,by_condition_difficulty,*,gpt/baseline,medium,D,52
all_items,by_condition_difficulty,*,haiku/haiku,,UNKNOWN,1
all_items,by_condition_difficulty,*,haiku/haiku,easy,A,7
all_items,by_condition_difficulty,*,haiku/haiku,easy,B,28
all_items,by_condition_difficulty,*,haiku/haiku,easy,C,5
all_items,by_condition_difficulty,*,haiku/haiku,easy,D,5
all_items,by_condition_difficulty,*,haiku/haiku,easy,MULTI,5
all_items,by_condition_difficulty,*,haiku/haiku,hard,A,7
all_items,by_condition_difficulty,*,haiku/haiku,hard,B,16
all_items,by_condition_difficulty,*,haiku/haiku,hard,C,17
all_items,by_condition_difficulty,*,haiku/haiku,hard,D,7
all_items,by_condition_difficulty,*,haiku/haiku,hard,MULTI,2
all_items,by_condition_difficulty,*,haiku/haiku,medium,A,7
all_items,by_condition_difficulty,*,haiku/haiku,medium,B,18
all_items,by_condition_difficulty,*,haiku/haiku,medium,C,15
all_items,by_condition_difficulty,*,haiku/haiku,medium,D,9
all_items,by_condition_difficulty,*,haiku/haiku,medium,MULTI,1
all_items,by_condition_difficulty,*,haiku/local,easy,A,7
all_items,by_condition_difficulty,*,haiku/local,easy,B,20
all_items,by_condition_difficulty,*,haiku/local,easy,C,11
all_items,by_condition_difficulty,*,haiku/local,easy,D,8
all_items,by_condition_difficulty,*,haiku/local,easy,MULTI,4
all_items,by_condition_difficulty,*,haiku/local,hard,A,8
all_items,by_condition_difficulty,*,haiku/local,hard,B,18
all_items,by_condition_difficulty,*,haiku/local,hard,C,15
all_items,by_condition_difficulty,*,haiku/local,hard,D,9
all_items,by_condition_difficulty,*,haiku/local,medium,A,8
all_items,by_condition_difficulty,*,haiku/local,medium,B,25
all_items,by_condition_difficulty,*,haiku/local,medium,C,9
all_items,by_condition_difficulty,*,haiku/local,medium,D,8
all_items,by_condition_difficulty,*,local/haiku,,UNKNOWN,1
all_items,by_condition_difficulty,*,local/haiku,easy,A,4
all_items,by_condition_difficulty,*,local/haiku,easy,B,26
all_items,by_condition_difficulty,*,local/haiku,easy,C,13
all_items,by_condition_difficulty,*,local/haiku,easy,D,3
all_items,by_condition_difficulty,*,local/haiku,easy,MULTI,4
all_items,by_condition_difficulty,*,local/haiku,hard,A,8
all_items,by_condition_difficulty,*,local/haiku,hard,B,21
all_items,by_condition_difficulty,*,local/haiku,hard,C,10
all_items,by_condition_difficulty,*,local/haiku,hard,D,9
all_items,by_condition_difficulty,*,local/haiku,hard,MULTI,1
all_items,by_condition_difficulty,*,local/haiku,medium,A,9
all_items,by_condition_difficulty,*,local/haiku,medium,B,26
all_items,by_condition_difficulty,*,local/haiku,medium,C,6
all_items,by_condition_difficulty,*,local/haiku,medium,D,9
all_items,by_condition_difficulty,*,local/local,,UNKNOWN,1
all_items,by_condition_difficulty,*,local/local,easy,A,9
all_items,by_condition_difficulty,*,local/local,easy,B,25
all_items,by_condition_difficulty,*,local/local,easy,C,4
all_items,by_condition_difficulty,*,local/local,easy,D,3
all_items,by_condition_difficulty,*,local/local,easy,MULTI,9
all_items,by_condition_difficulty,*,local/local,hard,A,10
all_items,by_condition_difficulty,*,local/local,hard,B,21
all_items,by_condition_difficulty,*,local/local,hard,C,12
all_items,by_condition_difficulty,*,local/local,hard,D,5
all_items,by_condition_difficulty,*,local/local,hard,MULTI,2
all_items,by_condition_difficulty,*,local/local,medium,A,11
all_items,by_condition_difficulty,*,local/local,medium,B,19
all_items,by_condition_difficulty,*,local/local,medium,C,12
all_items,by_condition_difficulty,*,local/local,medium,D,6
all_items,by_condition_difficulty,*,local/local,medium,MULTI,1
all_items,by_run,20260330_003121Z_local_local,*,*,A,9
all_items,by_run,20260330_003121Z_local_local,*,*,B,25
all_items,by_run,20260330_003121Z_local_local,*,*,C,4
all_items,by_run,20260330_003121Z_local_local,*,*,D,3
all_items,by_run,20260330_003121Z_local_local,*,*,MULTI,9
all_items,by_run,20260330_030124Z_local_local,*,*,A,11
all_items,by_run,20260330_030124Z_local_local,*,*,B,19
all_items,by_run,20260330_030124Z_local_local,*,*,C,12
all_items,by_run,20260330_030124Z_local_local,*,*,D,6
all_items,by_run,20260330_030124Z_local_local,*,*,MULTI,1
all_items,by_run,20260330_030124Z_local_local,*,*,UNKNOWN,1
all_items,by_run,20260330_042518Z_local_local,*,*,A,10
all_items,by_run,20260330_042518Z_local_local,*,*,B,21
all_items,by_run,20260330_042518Z_local_local,*,*,C,12
all_items,by_run,20260330_042518Z_local_local,*,*,D,5
all_items,by_run,20260330_042518Z_local_local,*,*,MULTI,2
all_items,by_run,20260330_055848Z_local_haiku,*,*,A,4
all_items,by_run,20260330_055848Z_local_haiku,*,*,B,26
all_items,by_run,20260330_055848Z_local_haiku,*,*,C,13
all_items,by_run,20260330_055848Z_local_haiku,*,*,D,3
all_items,by_run,20260330_055848Z_local_haiku,*,*,MULTI,4
all_items,by_run,20260330_072114Z_local_haiku,*,*,A,9
all_items,by_run,20260330_072114Z_local_haiku,*,*,B,26
all_items,by_run,20260330_072114Z_local_haiku,*,*,C,6
all_items,by_run,20260330_072114Z_local_haiku,*,*,D,9
all_items,by_run,20260330_084853Z_local_haiku,*,*,A,8
all_items,by_run,20260330_084853Z_local_haiku,*,*,B,21
all_items,by_run,20260330_084853Z_local_haiku,*,*,C,10
all_items,by_run,20260330_084853Z_local_haiku,*,*,D,9
all_items,by_run,20260330_084853Z_local_haiku,*,*,MULTI,1
all_items,by_run,20260330_084853Z_local_haiku,*,*,UNKNOWN,1
all_items,by_run,20260330_103241Z_haiku_local,*,*,A,7
all_items,by_run,20260330_103241Z_haiku_local,*,*,B,20
all_items,by_run,20260330_103241Z_haiku_local,*,*,C,11
all_items,by_run,20260330_103241Z_haiku_local,*,*,D,8
all_items,by_run,20260330_103241Z_haiku_local,*,*,MULTI,4
all_items,by_run,20260330_115342Z_haiku_local,*,*,A,8
all_items,by_run,20260330_115342Z_haiku_local,*,*,B,25
all_items,by_run,20260330_115342Z_haiku_local,*,*,C,9
all_items,by_run,20260330_115342Z_haiku_local,*,*,D,8
all_items,by_run,20260330_132022Z_haiku_local,*,*,A,8
all_items,by_run,20260330_132022Z_haiku_local,*,*,B,18
all_items,by_run,20260330_132022Z_haiku_local,*,*,C,15
all_items,by_run,20260330_132022Z_haiku_local,*,*,D,9
all_items,by_run,20260330_150022Z_haiku_haiku,*,*,A,7
all_items,by_run,20260330_150022Z_haiku_haiku,*,*,B,28
all_items,by_run,20260330_150022Z_haiku_haiku,*,*,C,5
all_items,by_run,20260330_150022Z_haiku_haiku,*,*,D,5
all_items,by_run,20260330_150022Z_haiku_haiku,*,*,MULTI,5
all_items,by_run,20260330_163416Z_haiku_haiku,*,*,A,7
all_items,by_run,20260330_163416Z_haiku_haiku,*,*,B,18
all_items,by_run,20260330_163416Z_haiku_haiku,*,*,C,15
all_items,by_run,20260330_163416Z_haiku_haiku,*,*,D,9
all_items,by_run,20260330_163416Z_haiku_haiku,*,*,MULTI,1
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,A,7
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,B,16
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,C,17
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,D,7
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,MULTI,2
all_items,by_run,20260330_181938Z_haiku_haiku,*,*,UNKNOWN,1
all_items,by_run,gpt-baseline-easy,*,*,A,39
all_items,by_run,gpt-baseline-easy,*,*,B,55
all_items,by_run,gpt-baseline-easy,*,*,C,56
all_items,by_run,gpt-baseline-easy,*,*,D,50
all_items,by_run,gpt-baseline-hard,*,*,A,54
all_items,by_run,gpt-baseline-hard,*,*,B,41
all_items,by_run,gpt-baseline-hard,*,*,C,61
all_items,by_run,gpt-baseline-hard,*,*,D,44
all_items,by_run,gpt-baseline-medium,*,*,A,53
all_items,by_run,gpt-baseline-medium,*,*,B,38
all_items,by_run,gpt-baseline-medium,*,*,C,57
all_items,by_run,gpt-baseline-medium,*,*,D,52
all_items,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,A,9
all_items,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,B,25
all_items,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,C,4
all_items,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,D,3
all_items,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,MULTI,9
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,,UNKNOWN,1
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,A,11
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,B,19
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,C,12
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,D,6
all_items,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,MULTI,1
all_items,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,A,10
all_items,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,B,21
all_items,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,C,12
all_items,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,D,5
all_items,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,MULTI,2
all_items,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,A,4
all_items,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,B,26
all_items,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,C,13
all_items,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,D,3
all_items,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,MULTI,4
all_items,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,A,9
all_items,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,B,26
all_items,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,C,6
all_items,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,D,9
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,,UNKNOWN,1
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,A,8
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,B,21
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,C,10
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,D,9
all_items,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,MULTI,1
all_items,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,A,7
all_items,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,B,20
all_items,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,C,11
all_items,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,D,8
all_items,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,MULTI,4
all_items,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,A,8
all_items,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,B,25
all_items,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,C,9
all_items,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,D,8
all_items,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,A,8
all_items,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,B,18
all_items,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,C,15
all_items,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,D,9
all_items,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,A,7
all_items,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,B,28
all_items,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,C,5
all_items,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,D,5
all_items,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,MULTI,5
all_items,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,A,7
all_items,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,B,18
all_items,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,C,15
all_items,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,D,9
all_items,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,MULTI,1
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,,UNKNOWN,1
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,A,7
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,B,16
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,C,17
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,D,7
all_items,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,MULTI,2
all_items,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,A,39
all_items,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,B,55
all_items,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,C,56
all_items,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,D,50
all_items,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,A,54
all_items,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,B,41
all_items,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,C,61
all_items,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,D,44
all_items,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,A,53
all_items,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,B,38
all_items,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,C,57
all_items,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,D,52
claude,overall,*,*,*,A,241
claude,overall,*,*,*,B,397
claude,overall,*,*,*,C,303
claude,overall,*,*,*,D,227
claude,overall,*,*,*,MULTI,29
claude,overall,*,*,*,UNKNOWN,3
claude,by_condition,*,gpt/baseline,*,A,146
claude,by_condition,*,gpt/baseline,*,B,134
claude,by_condition,*,gpt/baseline,*,C,174
claude,by_condition,*,gpt/baseline,*,D,146
claude,by_condition,*,haiku/haiku,*,A,21
claude,by_condition,*,haiku/haiku,*,B,62
claude,by_condition,*,haiku/haiku,*,C,37
claude,by_condition,*,haiku/haiku,*,D,21
claude,by_condition,*,haiku/haiku,*,MULTI,8
claude,by_condition,*,haiku/haiku,*,UNKNOWN,1
claude,by_condition,*,haiku/local,*,A,23
claude,by_condition,*,haiku/local,*,B,63
claude,by_condition,*,haiku/local,*,C,35
claude,by_condition,*,haiku/local,*,D,25
claude,by_condition,*,haiku/local,*,MULTI,4
claude,by_condition,*,local/haiku,*,A,21
claude,by_condition,*,local/haiku,*,B,73
claude,by_condition,*,local/haiku,*,C,29
claude,by_condition,*,local/haiku,*,D,21
claude,by_condition,*,local/haiku,*,MULTI,5
claude,by_condition,*,local/haiku,*,UNKNOWN,1
claude,by_condition,*,local/local,*,A,30
claude,by_condition,*,local/local,*,B,65
claude,by_condition,*,local/local,*,C,28
claude,by_condition,*,local/local,*,D,14
claude,by_condition,*,local/local,*,MULTI,12
claude,by_condition,*,local/local,*,UNKNOWN,1
claude,by_difficulty,*,*,,UNKNOWN,3
claude,by_difficulty,*,*,easy,A,66
claude,by_difficulty,*,*,easy,B,154
claude,by_difficulty,*,*,easy,C,89
claude,by_difficulty,*,*,easy,D,69
claude,by_difficulty,*,*,easy,MULTI,22
claude,by_difficulty,*,*,hard,A,87
claude,by_difficulty,*,*,hard,B,117
claude,by_difficulty,*,*,hard,C,115
claude,by_difficulty,*,*,hard,D,74
claude,by_difficulty,*,*,hard,MULTI,5
claude,by_difficulty,*,*,medium,A,88
claude,by_difficulty,*,*,medium,B,126
claude,by_difficulty,*,*,medium,C,99
claude,by_difficulty,*,*,medium,D,84
claude,by_difficulty,*,*,medium,MULTI,2
claude,by_condition_difficulty,*,gpt/baseline,easy,A,39
claude,by_condition_difficulty,*,gpt/baseline,easy,B,55
claude,by_condition_difficulty,*,gpt/baseline,easy,C,56
claude,by_condition_difficulty,*,gpt/baseline,easy,D,50
claude,by_condition_difficulty,*,gpt/baseline,hard,A,54
claude,by_condition_difficulty,*,gpt/baseline,hard,B,41
claude,by_condition_difficulty,*,gpt/baseline,hard,C,61
claude,by_condition_difficulty,*,gpt/baseline,hard,D,44
claude,by_condition_difficulty,*,gpt/baseline,medium,A,53
claude,by_condition_difficulty,*,gpt/baseline,medium,B,38
claude,by_condition_difficulty,*,gpt/baseline,medium,C,57
claude,by_condition_difficulty,*,gpt/baseline,medium,D,52
claude,by_condition_difficulty,*,haiku/haiku,,UNKNOWN,1
claude,by_condition_difficulty,*,haiku/haiku,easy,A,7
claude,by_condition_difficulty,*,haiku/haiku,easy,B,28
claude,by_condition_difficulty,*,haiku/haiku,easy,C,5
claude,by_condition_difficulty,*,haiku/haiku,easy,D,5
claude,by_condition_difficulty,*,haiku/haiku,easy,MULTI,5
claude,by_condition_difficulty,*,haiku/haiku,hard,A,7
claude,by_condition_difficulty,*,haiku/haiku,hard,B,16
claude,by_condition_difficulty,*,haiku/haiku,hard,C,17
claude,by_condition_difficulty,*,haiku/haiku,hard,D,7
claude,by_condition_difficulty,*,haiku/haiku,hard,MULTI,2
claude,by_condition_difficulty,*,haiku/haiku,medium,A,7
claude,by_condition_difficulty,*,haiku/haiku,medium,B,18
claude,by_condition_difficulty,*,haiku/haiku,medium,C,15
claude,by_condition_difficulty,*,haiku/haiku,medium,D,9
claude,by_condition_difficulty,*,haiku/haiku,medium,MULTI,1
claude,by_condition_difficulty,*,haiku/local,easy,A,7
claude,by_condition_difficulty,*,haiku/local,easy,B,20
claude,by_condition_difficulty,*,haiku/local,easy,C,11
claude,by_condition_difficulty,*,haiku/local,easy,D,8
claude,by_condition_difficulty,*,haiku/local,easy,MULTI,4
claude,by_condition_difficulty,*,haiku/local,hard,A,8
claude,by_condition_difficulty,*,haiku/local,hard,B,18
claude,by_condition_difficulty,*,haiku/local,hard,C,15
claude,by_condition_difficulty,*,haiku/local,hard,D,9
claude,by_condition_difficulty,*,haiku/local,medium,A,8
claude,by_condition_difficulty,*,haiku/local,medium,B,25
claude,by_condition_difficulty,*,haiku/local,medium,C,9
claude,by_condition_difficulty,*,haiku/local,medium,D,8
claude,by_condition_difficulty,*,local/haiku,,UNKNOWN,1
claude,by_condition_difficulty,*,local/haiku,easy,A,4
claude,by_condition_difficulty,*,local/haiku,easy,B,26
claude,by_condition_difficulty,*,local/haiku,easy,C,13
claude,by_condition_difficulty,*,local/haiku,easy,D,3
claude,by_condition_difficulty,*,local/haiku,easy,MULTI,4
claude,by_condition_difficulty,*,local/haiku,hard,A,8
claude,by_condition_difficulty,*,local/haiku,hard,B,21
claude,by_condition_difficulty,*,local/haiku,hard,C,10
claude,by_condition_difficulty,*,local/haiku,hard,D,9
claude,by_condition_difficulty,*,local/haiku,hard,MULTI,1
claude,by_condition_difficulty,*,local/haiku,medium,A,9
claude,by_condition_difficulty,*,local/haiku,medium,B,26
claude,by_condition_difficulty,*,local/haiku,medium,C,6
claude,by_condition_difficulty,*,local/haiku,medium,D,9
claude,by_condition_difficulty,*,local/local,,UNKNOWN,1
claude,by_condition_difficulty,*,local/local,easy,A,9
